seed,lnz_dynesty,lnz_err_dynesty,lnz_mcmc,lnz_err_mcmc,lnz_morph_dynesty,lnz_err_morph_dynesty,lnz_morph_mcmc,lnz_err_morph_mcmc
53,-16190.78718551602,0.0890218360789472,-16189.532661441292,0.120770348414317,-16190.46030110652,0.143615495284953,-16190.40971098924,0.1670203219447342
54,-16396.6704373257,0.117954994125052,-16394.790581895108,0.1590238702711755,-16396.16047175223,0.1942605890030285,-16396.190786101415,0.226265958194454
55,-16402.08256202551,0.0966885295702948,-16400.94243665436,0.1237648509595377,-16401.96782242249,0.1653054960541927,-16401.87652797853,0.1848637907885355
56,-16226.934676448198,0.1049833154511433,-16224.10540705027,0.1194205223981026,-16226.924553042436,0.2300360835289071,-16226.61611392294,0.2747171715820402
57,-16073.402896158896,0.1056857596426716,-16073.397254989695,0.1081048974479653,-16073.260549832878,0.3053686457054184,-16073.11340472823,0.3952251378652389
58,-16408.08059634359,0.1106886412035059,-16406.04469277636,0.1222189538040666,-16407.966141536966,0.3043376759893543,-16408.056216848832,0.3366861453105232
59,-16094.665960550015,0.1064676099356371,-16092.995262068522,0.1160781513013004,-16094.692970455675,0.2195189541451807,-16094.364811654725,0.2465201851598638
60,-16095.50998279093,0.1112383340743411,-16093.178150691914,0.1532419989828264,-16095.45196572288,0.2971937515409965,-16095.33593235555,0.3000618941345473
61,-16118.506317134385,0.0974787897409895,-16117.322974039706,0.1183448257914714,-16118.433735362598,0.1617511498224456,-16118.481887370785,0.1847726598727203
62,-15961.48067716354,0.0969046452009639,-15960.743286232722,0.1216571889767265,-15961.235032854333,0.1762648717209968,-15961.29400128323,0.1931302094130852
63,-16122.54539644327,0.1104218312705004,-16120.9611495737,0.1086895863627838,-16122.419848176136,0.3506783970019952,-16122.258133273355,0.4283506882704433
64,-16281.021368967122,0.0580306147350645,-16280.895038198145,0.0572212647653153,-16280.663197546884,0.0410554808746324,-16280.631338611534,0.0530665188555669
65,-16183.7335127632,0.0985111468260013,-16181.956580355694,0.1211513804900418,-16183.368611147494,0.1531592985273607,-16183.476007391157,0.1726736816506864
66,-16363.681389935253,0.1003843982828534,-16362.95679532567,0.1298266638673585,-16363.538670305725,0.1396070848094916,-16363.398898157006,0.1685589272203279
67,-16195.436862365075,0.1153081366128602,-16192.63459450955,0.158078682597623,-16195.444825858827,0.1819772407807616,-16195.452103504162,0.1981406090352389
68,-16401.413787505153,0.1128556450124091,-16399.43857838517,0.1693060050565014,-16401.45665023284,0.2263236107281589,-16401.329753674287,0.2670841161516401
69,-16200.323956563494,0.1007503468663424,-16198.411235716729,0.1372792148791536,-16200.29002908183,0.147204138572498,-16200.101286069326,0.161309018003788
70,-16249.68371499594,0.0982175104294135,-16249.166906787155,0.1241227632607698,-16249.637262983126,0.1357300535350371,-16249.516418591773,0.1523830123012584
71,-16349.401560794477,0.0932880748060264,-16348.35301703774,0.1296816434192572,-16349.225376841368,0.1280840347409243,-16349.10681512952,0.1489912409446611
72,-16301.092937528589,0.0990654074945789,-16300.00645294049,0.1183432929023773,-16300.83870208104,0.1584301927784153,-16300.88876620307,0.1901141455564636
73,-16212.111893362273,0.1160285523749614,-16211.63901014382,0.1325718566094595,-16212.378527573665,0.2523805633895704,-16212.347449698902,0.2916317574065045
74,-16382.084608875612,0.1080749451575088,-16380.404371936682,0.4993167631904208,-16382.100208614544,0.221079224253684,-16381.726468220197,0.2461407187622339
75,-16258.556335170077,0.0958598399797386,-16257.34117021979,0.1373719197595219,-16258.483694574006,0.1228843969915121,-16258.471440521083,0.144371323356652
76,-16143.962586021704,0.091872842459147,-16142.476624494626,0.120239506168091,-16143.893334046354,0.1726605327388636,-16143.81472262433,0.1894412654796929
77,-16121.770970981072,0.1020455313142488,-16124.05929122689,0.1099445092234125,-16121.517660101516,0.2446624710490572,-16121.547308027595,0.3061179806256608
78,-16314.28537167854,0.0778141032093615,-16313.991444943807,0.1072704124940077,-16314.153807955305,0.1130544050609018,-16313.9931831924,0.1350115139415439
79,-16298.482638520796,0.0962454753436153,-16297.33531050458,0.1283625472788104,-16298.62907911477,0.2044863856968037,-16298.5155145018,0.2433195316260687
80,-16378.852334844663,0.1230555321132588,-16379.053315533827,0.1597148782680321,-16379.276005352827,0.2665453940918891,-16379.305768840204,0.269607450581744
81,-16315.043361746655,0.1003077223184897,-16313.737928661163,0.1363821930809055,-16315.357177940696,0.1935477638511407,-16314.975281730354,0.2248805278912276
82,-16414.70072228092,0.0953259902507968,-16413.698598351086,0.1834317569960309,-16414.666734452214,0.1521627214554718,-16414.62603253742,0.1786449527101568
